Date,Precipitation,Temperature,DOY,WindSpeed,phase,Temp_min,Temp_max,WS_Constant,Precip_AvgWindSpeed_UndercatchAdj,Precip_MeasuredWindSpeed_UndercatchAdj
01/20/1965,,,19,,,,,8.33606,,
01/21/1965,,,20,,,,,8.2894,,
01/22/1965,,,21,,,,,8.25814,,
01/23/1965,,,22,,,,,8.25096,,
01/24/1965,,,23,,,,,8.25527,,
01/25/1965,,,24,,,,,8.27787,,
01/26/1965,,,25,,,,,8.35083,,
01/27/1965,,,26,,,,,8.42521,,
01/28/1965,,,27,,,,,8.44725,,
01/29/1965,,,28,,,,,8.41855,,
01/30/1965,,,29,,,,,8.44523,,
01/31/1965,,,30,,,,,8.4618,,
02/01/1965,,,31,,,,,8.38995,,
02/02/1965,,,32,,,,,8.42273,,
02/03/1965,,,33,,,,,8.45939,,
02/04/1965,,,34,,,,,8.48205,,
02/05/1965,,,35,,,,,8.46223,,
02/06/1965,,,36,,,,,8.51882,,
02/07/1965,,,37,,,,,8.52352,,
02/08/1965,,,38,,,,,8.44338,,
02/09/1965,,,39,,,,,8.41636,,
02/10/1965,,,40,,,,,8.35126,,
02/11/1965,,,41,,,,,8.29441,,
02/12/1965,,,42,,,,,8.31947,,
02/13/1965,,,43,,,,,8.32957,,
02/14/1965,,,44,,,,,8.34494,,
02/15/1965,,,45,,,,,8.32444,,
02/16/1965,,,46,,,,,8.27818,,
02/17/1965,,,47,,,,,8.23787,,
02/18/1965,,,48,,,,,8.17746,,
02/19/1965,,,49,,,,,8.13228,,
02/20/1965,,,50,,,,,8.14896,,
02/21/1965,,,51,,,,,8.14077,,
02/22/1965,,,52,,,,,8.11691,,
02/23/1965,,,53,,,,,8.10839,,
02/24/1965,,,54,,,,,8.10654,,
02/25/1965,,,55,,,,,8.03598,,
02/26/1965,,,56,,,,,7.95904,,
02/27/1965,,,57,,,,,7.82886,,
02/28/1965,,,58,,,,,7.77664,,
03/01/1965,,,59,,,,,7.73904,,
03/02/1965,,,60,,,,,7.68802,,
03/03/1965,,,61,,,,,7.65964,,
03/04/1965,,,62,,,,,7.53993,,
03/05/1965,,,63,,,,,7.51749,,
03/06/1965,,,64,,,,,7.54035,,
03/07/1965,,,65,,,,,7.50616,,
03/08/1965,,,66,,,,,7.3788,,
03/09/1965,,,67,,,,,7.30546,,
03/10/1965,,,68,,,,,7.30985,,
03/11/1965,,,69,,,,,7.35007,,
03/12/1965,,,70,,,,,7.37703,,
03/13/1965,,,71,,,,,7.33686,,
03/14/1965,,,72,,,,,7.20089,,
03/15/1965,,,73,,,,,7.16732,,
03/16/1965,,,74,,,,,7.16151,,
03/17/1965,,,75,,,,,7.15435,,
03/18/1965,,,76,,,,,7.18542,,
03/19/1965,,,77,,,,,7.20262,,
03/20/1965,,,78,,,,,7.22935,,
03/21/1965,,,79,,,,,7.25781,,
03/22/1965,,,80,,,,,7.29991,,
03/23/1965,,,81,,,,,7.32454,,
03/24/1965,,,82,,,,,7.35524,,
03/25/1965,,,83,,,,,7.32024,,
03/26/1965,,,84,,,,,7.27534,,
03/27/1965,,,85,,,,,7.29579,,
03/28/1965,,,86,,,,,7.30869,,
03/29/1965,,,87,,,,,7.3443,,
03/30/1965,,,88,,,,,7.33064,,
03/31/1965,,,89,,,,,7.20702,,
04/01/1965,,,90,,,,,7.21225,,
04/02/1965,,,91,,,,,7.21414,,
04/03/1965,,,92,,,,,7.27078,,
04/04/1965,,,93,,,,,7.30856,,
04/05/1965,,,94,,,,,7.30287,,
04/06/1965,,,95,,,,,7.25138,,
04/07/1965,,,96,,,,,7.2477,,
04/08/1965,,,97,,,,,7.26559,,
04/09/1965,,,98,,,,,7.33524,,
04/10/1965,,,99,,,,,7.31011,,
04/11/1965,,,100,,,,,7.32245,,
04/12/1965,,,101,,,,,7.4121,,
04/13/1965,,,102,,,,,7.49315,,
04/14/1965,,,103,,,,,7.47514,,
04/15/1965,,,104,,,,,7.4754,,
04/16/1965,,,105,,,,,7.46207,,
04/17/1965,,,106,,,,,7.42172,,
04/18/1965,,,107,,,,,7.44991,,
04/19/1965,,,108,,,,,7.43149,,
04/20/1965,,,109,,,,,7.41658,,
04/21/1965,,,110,,,,,7.33808,,
04/22/1965,,,111,,,,,7.30057,,
04/23/1965,,,112,,,,,7.24866,,
04/24/1965,,,113,,,,,7.23058,,
04/25/1965,,,114,,,,,7.18391,,
04/26/1965,,,115,,,,,7.15457,,
04/27/1965,,,116,,,,,7.11852,,
04/28/1965,,,117,,,,,7.1131,,
04/29/1965,,,118,,,,,7.06842,,
04/30/1965,,,119,,,,,7.07075,,
05/01/1965,,,120,,,,,7.05644,,
05/02/1965,,,121,,,,,7.0736,,
05/03/1965,,,122,,,,,7.02611,,
05/04/1965,,,123,,,,,6.92892,,
05/05/1965,,,124,,,,,6.83313,,
05/06/1965,,,125,,,,,6.82758,,
05/07/1965,,,126,,,,,6.82202,,
05/08/1965,,,127,,,,,6.75665,,
05/09/1965,,,128,,,,,6.6333,,
05/10/1965,,,129,,,,,6.61144,,
05/11/1965,,,130,,,,,6.53727,,
05/12/1965,,,131,,,,,6.40259,,
05/13/1965,,,132,,,,,6.34699,,
05/14/1965,,,133,,,,,6.31,,
05/15/1965,,,134,,,,,6.26853,,
05/16/1965,,,135,,,,,6.28326,,
05/17/1965,,,136,,,,,6.29661,,
05/18/1965,,,137,,,,,6.23454,,
05/19/1965,,,138,,,,,6.19088,,
05/20/1965,,,139,,,,,6.11104,,
05/21/1965,,,140,,,,,6.07789,,
05/22/1965,,,141,,,,,6.0773,,
05/23/1965,,,142,,,,,6.02896,,
05/24/1965,,,143,,,,,6.03008,,
05/25/1965,,,144,,,,,6.11008,,
05/26/1965,,,145,,,,,6.09828,,
05/27/1965,,,146,,,,,6.07779,,
05/28/1965,,,147,,,,,6.01644,,
05/29/1965,,,148,,,,,6.01964,,
05/30/1965,,,149,,,,,5.97459,,
05/31/1965,,,150,,,,,5.87478,,
06/01/1965,,,151,,,,,5.79342,,
06/02/1965,,,152,,,,,5.74643,,
06/03/1965,,,153,,,,,5.73476,,
06/04/1965,,,154,,,,,5.6875,,
06/05/1965,,,155,,,,,5.64497,,
06/06/1965,,,156,,,,,5.61606,,
06/07/1965,,,157,,,,,5.57868,,
06/08/1965,,,158,,,,,5.53691,,
06/09/1965,,,159,,,,,5.47142,,
06/10/1965,,,160,,,,,5.42691,,
06/11/1965,,,161,,,,,5.43318,,
06/12/1965,,,162,,,,,5.43926,,
06/13/1965,,,163,,,,,5.42674,,
06/14/1965,,,164,,,,,5.42238,,
06/15/1965,,,165,,,,,5.34873,,
06/16/1965,,,166,,,,,5.27169,,
06/17/1965,,,167,,,,,5.18359,,
06/18/1965,,,168,,,,,5.14006,,
06/19/1965,,,169,,,,,5.11239,,
06/20/1965,,,170,,,,,5.06952,,
06/21/1965,,,171,,,,,4.98002,,
06/22/1965,,,172,,,,,4.95042,,
06/23/1965,,,173,,,,,4.89848,,
06/24/1965,,,174,,,,,4.79545,,
06/25/1965,,,175,,,,,4.68349,,
06/26/1965,,,176,,,,,4.6129,,
06/27/1965,,,177,,,,,4.6127,,
06/28/1965,,,178,,,,,4.61604,,
06/29/1965,,,179,,,,,4.59545,,
06/30/1965,,,180,,,,,4.5792,,
07/01/1965,,,181,,,,,4.54702,,
07/02/1965,,,182,,,,,4.51811,,
07/03/1965,,,183,,,,,4.51228,,
07/04/1965,,,184,,,,,4.49682,,
07/05/1965,,,185,,,,,4.5048,,
07/06/1965,,,186,,,,,4.50663,,
07/07/1965,,,187,,,,,4.57062,,
07/08/1965,,,188,,,,,4.66487,,
07/09/1965,,,189,,,,,4.72585,,
07/10/1965,,,190,,,,,4.74622,,
07/11/1965,,,191,,,,,4.79857,,
07/12/1965,,,192,,,,,4.8194,,
07/13/1965,,,193,,,,,4.7974,,
07/14/1965,,,194,,,,,4.75219,,
07/15/1965,,,195,,,,,4.73323,,
07/16/1965,,,196,,,,,4.69865,,
07/17/1965,,,197,,,,,4.6928,,
07/18/1965,,,198,,,,,4.67697,,
07/19/1965,,,199,,,,,4.6923,,
07/20/1965,,,200,,,,,4.73897,,
07/21/1965,,,201,,,,,4.80311,,
07/22/1965,,,202,,,,,4.85434,,
07/23/1965,,,203,,,,,4.83179,,
07/24/1965,,,204,,,,,4.82679,,
07/25/1965,,,205,,,,,4.86486,,
07/26/1965,,,206,,,,,4.89239,,
07/27/1965,,,207,,,,,4.88979,,
07/28/1965,,,208,,,,,4.82705,,
07/29/1965,,,209,,,,,4.84488,,
07/30/1965,,,210,,,,,4.85113,,
07/31/1965,,,211,,,,,4.86925,,
08/01/1965,,,212,,,,,4.92217,,
08/02/1965,,,213,,,,,4.94008,,
08/03/1965,,,214,,,,,4.96758,,
08/04/1965,,,215,,,,,4.94133,,
08/05/1965,,,216,,,,,4.89872,,
08/06/1965,,,217,,,,,4.87229,,
08/07/1965,,,218,,,,,4.82129,,
08/08/1965,,,219,,,,,4.74947,,
08/09/1965,,,220,,,,,4.73911,,
08/10/1965,,,221,,,,,4.72711,,
08/11/1965,,,222,,,,,4.71215,,
08/12/1965,,,223,,,,,4.70592,,
08/13/1965,,,224,,,,,4.70734,,
08/14/1965,,,225,,,,,4.77708,,
08/15/1965,,,226,,,,,4.88722,,
08/16/1965,,,227,,,,,4.95972,,
08/17/1965,,,228,,,,,5.04854,,
08/18/1965,,,229,,,,,5.12581,,
08/19/1965,,,230,,,,,5.12627,,
08/20/1965,,,231,,,,,5.11205,,
08/21/1965,,,232,,,,,5.11894,,
08/22/1965,,,233,,,,,5.18659,,
08/23/1965,,,234,,,,,5.23712,,
08/24/1965,,,235,,,,,5.28988,,
08/25/1965,,,236,,,,,5.34439,,
08/26/1965,,,237,,,,,5.38852,,
08/27/1965,,,238,,,,,5.51712,,
08/28/1965,,,239,,,,,5.58891,,
08/29/1965,,,240,,,,,5.6511,,
08/30/1965,,,241,,,,,5.74673,,
08/31/1965,,,242,,,,,5.77009,,
09/01/1965,,,243,,,,,5.79004,,
09/02/1965,,,244,,,,,5.85321,,
09/03/1965,,,245,,,,,5.98401,,
09/04/1965,,,246,,,,,6.06336,,
09/05/1965,,,247,,,,,6.06817,,
09/06/1965,,,248,,,,,6.13373,,
09/07/1965,,,249,,,,,6.18052,,
09/08/1965,,,250,,,,,6.24464,,
09/09/1965,,,251,,,,,6.27654,,
09/10/1965,,,252,,,,,6.2874,,
09/11/1965,,,253,,,,,6.35653,,
09/12/1965,,,254,,,,,6.41169,,
09/13/1965,,,255,,,,,6.40719,,
09/14/1965,,,256,,,,,6.44304,,
09/15/1965,,,257,,,,,6.47076,,
09/16/1965,,,258,,,,,6.46918,,
09/17/1965,,,259,,,,,6.45374,,
09/18/1965,,,260,,,,,6.50657,,
09/19/1965,,,261,,,,,6.57148,,
09/20/1965,,,262,,,,,6.63078,,
09/21/1965,,,263,,,,,6.66394,,
09/22/1965,,,264,,,,,6.69776,,
09/23/1965,,,265,,,,,6.68089,,
09/24/1965,,,266,,,,,6.67122,,
09/25/1965,,,267,,,,,6.68753,,
09/26/1965,,,268,,,,,6.69403,,
09/27/1965,,,269,,,,,6.69543,,
09/28/1965,,,270,,,,,6.71157,,
09/29/1965,,,271,,,,,6.73297,,
09/30/1965,,,272,,,,,6.7164,,
10/01/1965,,,273,,,,,6.73709,,
10/02/1965,,,274,,,,,6.73807,,
10/03/1965,,,275,,,,,6.66807,,
10/04/1965,,,276,,,,,6.66591,,
10/05/1965,,,277,,,,,6.71101,,
10/06/1965,,,278,,,,,6.69712,,
10/07/1965,,,279,,,,,6.73311,,
10/08/1965,,,280,,,,,6.75181,,
10/09/1965,,,281,,,,,6.76565,,
10/10/1965,,,282,,,,,6.80276,,
10/11/1965,,,283,,,,,6.85103,,
10/12/1965,,,284,,,,,6.85735,,
10/13/1965,,,285,,,,,6.86369,,
10/14/1965,,,286,,,,,6.83422,,
10/15/1965,,,287,,,,,6.80931,,
10/16/1965,,,288,,,,,6.86159,,
10/17/1965,,,289,,,,,6.94024,,
10/18/1965,,,290,,,,,6.95367,,
10/19/1965,,,291,,,,,6.95923,,
10/20/1965,,,292,,,,,6.92999,,
10/21/1965,,,293,,,,,6.98284,,
10/22/1965,,,294,,,,,7.02624,,
10/23/1965,,,295,,,,,7.0729,,
10/24/1965,,,296,,,,,7.11698,,
10/25/1965,,,297,,,,,7.14452,,
10/26/1965,,,298,,,,,7.12575,,
10/27/1965,,,299,,,,,7.19703,,
10/28/1965,,,300,,,,,7.30036,,
10/29/1965,,,301,,,,,7.31933,,
10/30/1965,,,302,,,,,7.4088,,
10/31/1965,,,303,,,,,7.46827,,
11/01/1965,,,304,,,,,7.52891,,
11/02/1965,,,305,,,,,7.57854,,
11/03/1965,,,306,,,,,7.66503,,
11/04/1965,,,307,,,,,7.68363,,
11/05/1965,,,308,,,,,7.73873,,
11/06/1965,,,309,,,,,7.75799,,
11/07/1965,,,310,,,,,7.76192,,
11/08/1965,,,311,,,,,7.78089,,
11/09/1965,,,312,,,,,7.79255,,
11/10/1965,,,313,,,,,7.76375,,
11/11/1965,,,314,,,,,7.78747,,
11/12/1965,,,315,,,,,7.80358,,
11/13/1965,,,316,,,,,7.83077,,
11/14/1965,,,317,,,,,7.90198,,
11/15/1965,,,318,,,,,7.91329,,
11/16/1965,,,319,,,,,7.90589,,
11/17/1965,,,320,,,,,7.93649,,
11/18/1965,,,321,,,,,7.88128,,
11/19/1965,,,322,,,,,7.85718,,
11/20/1965,,,323,,,,,7.92015,,
11/21/1965,,,324,,,,,7.92163,,
11/22/1965,,,325,,,,,7.91922,,
11/23/1965,,,326,,,,,7.91311,,
11/24/1965,,,327,,,,,7.93983,,
11/25/1965,,,328,,,,,7.98471,,
11/26/1965,,,329,,,,,7.94452,,
11/27/1965,,,330,,,,,7.9123,,
11/28/1965,,,331,,,,,7.91434,,
11/29/1965,,,332,,,,,7.90143,,
11/30/1965,,,333,,,,,7.84793,,
12/01/1965,,,334,,,,,7.82238,,
12/02/1965,,,335,,,,,7.8731,,
12/03/1965,,,336,,,,,7.81503,,
12/04/1965,,,337,,,,,7.81614,,
12/05/1965,,,338,,,,,7.84965,,
12/06/1965,,,339,,,,,7.88187,,
12/07/1965,,,340,,,,,7.85961,,
12/08/1965,,,341,,,,,7.84645,,
12/09/1965,,,342,,,,,7.8496,,
12/10/1965,,,343,,,,,7.90907,,
12/11/1965,,,344,,,,,8.00361,,
12/12/1965,,,345,,,,,8.11659,,
12/13/1965,,,346,,,,,8.14255,,
12/14/1965,,,347,,,,,8.18404,,
12/15/1965,,,348,,,,,8.24325,,
12/16/1965,,,349,,,,,8.30602,,
12/17/1965,,,350,,,,,8.3417,,
12/18/1965,,,351,,,,,8.60429,,
12/19/1965,,,352,,,,,8.66749,,
12/20/1965,,,353,,,,,8.6248,,
12/21/1965,,,354,,,,,8.56814,,
12/22/1965,,,355,,,,,8.59706,,
12/23/1965,,,356,,,,,8.65952,,
12/24/1965,,,357,,,,,8.69452,,
12/25/1965,,,358,,,,,8.7007,,
12/26/1965,,,359,,,,,8.68154,,
12/27/1965,,,360,,,,,8.59961,,
12/28/1965,,,361,,,,,8.61156,,
12/29/1965,,,362,,,,,8.60641,,
12/30/1965,,,363,,,,,8.56276,,
12/31/1965,,,364,,,,,8.49196,,
01/01/1966,,,0,,,,,8.60429,,
01/02/1966,,,1,,,,,8.66749,,
01/03/1966,,,2,,,,,8.6248,,
01/04/1966,,,3,,,,,8.56814,,
01/05/1966,,,4,,,,,8.59706,,
01/06/1966,,,5,,,,,8.65952,,
01/07/1966,,,6,,,,,8.69452,,
01/08/1966,,,7,,,,,8.7007,,
01/09/1966,,,8,,,,,8.68154,,
01/10/1966,,,9,,,,,8.59961,,
01/11/1966,,,10,,,,,8.61156,,
01/12/1966,,,11,,,,,8.60641,,
01/13/1966,,,12,,,,,8.56276,,
01/14/1966,,,13,,,,,8.49196,,
01/15/1966,,,14,,,,,8.40832,,
01/16/1966,,,15,,,,,8.3832,,
01/17/1966,,,16,,,,,8.33594,,
01/18/1966,,,17,,,,,8.38436,,
01/19/1966,,,18,,,,,8.38088,,
01/20/1966,,,19,,,,,8.33606,,
01/21/1966,,,20,,,,,8.2894,,
01/22/1966,,,21,,,,,8.25814,,
01/23/1966,,,22,,,,,8.25096,,
01/24/1966,,,23,,,,,8.25527,,
01/25/1966,,,24,,,,,8.27787,,
01/26/1966,,,25,,,,,8.35083,,
01/27/1966,,,26,,,,,8.42521,,
01/28/1966,,,27,,,,,8.44725,,
01/29/1966,,,28,,,,,8.41855,,
01/30/1966,,,29,,,,,8.44523,,
01/31/1966,,,30,,,,,8.4618,,
02/01/1966,,,31,,,,,8.38995,,
02/02/1966,,,32,,,,,8.42273,,
02/03/1966,,,33,,,,,8.45939,,
02/04/1966,,,34,,,,,8.48205,,
02/05/1966,,,35,,,,,8.46223,,
02/06/1966,,,36,,,,,8.51882,,
02/07/1966,,,37,,,,,8.52352,,
02/08/1966,,,38,,,,,8.44338,,
02/09/1966,,,39,,,,,8.41636,,
02/10/1966,,,40,,,,,8.35126,,
02/11/1966,,,41,,,,,8.29441,,
02/12/1966,,,42,,,,,8.31947,,
02/13/1966,,,43,,,,,8.32957,,
02/14/1966,,,44,,,,,8.34494,,
02/15/1966,,,45,,,,,8.32444,,
02/16/1966,,,46,,,,,8.27818,,
02/17/1966,,,47,,,,,8.23787,,
02/18/1966,,,48,,,,,8.17746,,
02/19/1966,,,49,,,,,8.13228,,
02/20/1966,,,50,,,,,8.14896,,
02/21/1966,,,51,,,,,8.14077,,
02/22/1966,,,52,,,,,8.11691,,
02/23/1966,,,53,,,,,8.10839,,
02/24/1966,,,54,,,,,8.10654,,
02/25/1966,,,55,,,,,8.03598,,
02/26/1966,,,56,,,,,7.95904,,
02/27/1966,,,57,,,,,7.82886,,
02/28/1966,,,58,,,,,7.77664,,
03/01/1966,,,59,,,,,7.73904,,
03/02/1966,,,60,,,,,7.68802,,
03/03/1966,,,61,,,,,7.65964,,
03/04/1966,,,62,,,,,7.53993,,
03/05/1966,,,63,,,,,7.51749,,
03/06/1966,,,64,,,,,7.54035,,
03/07/1966,,,65,,,,,7.50616,,
03/08/1966,,,66,,,,,7.3788,,
03/09/1966,,,67,,,,,7.30546,,
03/10/1966,,,68,,,,,7.30985,,
03/11/1966,,,69,,,,,7.35007,,
03/12/1966,,,70,,,,,7.37703,,
03/13/1966,,,71,,,,,7.33686,,
03/14/1966,,,72,,,,,7.20089,,
03/15/1966,,,73,,,,,7.16732,,
03/16/1966,,,74,,,,,7.16151,,
03/17/1966,,,75,,,,,7.15435,,
03/18/1966,,,76,,,,,7.18542,,
03/19/1966,,,77,,,,,7.20262,,
03/20/1966,,,78,,,,,7.22935,,
03/21/1966,,,79,,,,,7.25781,,
03/22/1966,,,80,,,,,7.29991,,
03/23/1966,,,81,,,,,7.32454,,
03/24/1966,,,82,,,,,7.35524,,
03/25/1966,,,83,,,,,7.32024,,
03/26/1966,,,84,,,,,7.27534,,
03/27/1966,,,85,,,,,7.29579,,
03/28/1966,,,86,,,,,7.30869,,
03/29/1966,,,87,,,,,7.3443,,
03/30/1966,,,88,,,,,7.33064,,
03/31/1966,,,89,,,,,7.20702,,
04/01/1966,,,90,,,,,7.21225,,
04/02/1966,,,91,,,,,7.21414,,
04/03/1966,,,92,,,,,7.27078,,
04/04/1966,,,93,,,,,7.30856,,
04/05/1966,,,94,,,,,7.30287,,
04/06/1966,,,95,,,,,7.25138,,
04/07/1966,,,96,,,,,7.2477,,
04/08/1966,,,97,,,,,7.26559,,
04/09/1966,,,98,,,,,7.33524,,
04/10/1966,,,99,,,,,7.31011,,
04/11/1966,,,100,,,,,7.32245,,
04/12/1966,,,101,,,,,7.4121,,
04/13/1966,,,102,,,,,7.49315,,
04/14/1966,,,103,,,,,7.47514,,
04/15/1966,,,104,,,,,7.4754,,
04/16/1966,,,105,,,,,7.46207,,
04/17/1966,,,106,,,,,7.42172,,
04/18/1966,,,107,,,,,7.44991,,
04/19/1966,,,108,,,,,7.43149,,
04/20/1966,,,109,,,,,7.41658,,
04/21/1966,,,110,,,,,7.33808,,
04/22/1966,,,111,,,,,7.30057,,
04/23/1966,,,112,,,,,7.24866,,
04/24/1966,,,113,,,,,7.23058,,
04/25/1966,,,114,,,,,7.18391,,
04/26/1966,,,115,,,,,7.15457,,
04/27/1966,,,116,,,,,7.11852,,
04/28/1966,,,117,,,,,7.1131,,
04/29/1966,,,118,,,,,7.06842,,
04/30/1966,,,119,,,,,7.07075,,
05/01/1966,,,120,,,,,7.05644,,
05/02/1966,,,121,,,,,7.0736,,
05/03/1966,,,122,,,,,7.02611,,
05/04/1966,,,123,,,,,6.92892,,
05/05/1966,,,124,,,,,6.83313,,
05/06/1966,,,125,,,,,6.82758,,
05/07/1966,,,126,,,,,6.82202,,
05/08/1966,,,127,,,,,6.75665,,
05/09/1966,,,128,,,,,6.6333,,
05/10/1966,,,129,,,,,6.61144,,
05/11/1966,,,130,,,,,6.53727,,
05/12/1966,,,131,,,,,6.40259,,
05/13/1966,,,132,,,,,6.34699,,
05/14/1966,,,133,,,,,6.31,,
05/15/1966,,,134,,,,,6.26853,,
05/16/1966,,,135,,,,,6.28326,,
05/17/1966,,,136,,,,,6.29661,,
05/18/1966,,,137,,,,,6.23454,,
05/19/1966,,,138,,,,,6.19088,,
05/20/1966,,,139,,,,,6.11104,,
05/21/1966,,,140,,,,,6.07789,,
05/22/1966,,,141,,,,,6.0773,,
05/23/1966,,,142,,,,,6.02896,,
05/24/1966,,,143,,,,,6.03008,,
05/25/1966,,,144,,,,,6.11008,,
05/26/1966,,,145,,,,,6.09828,,
05/27/1966,,,146,,,,,6.07779,,
05/28/1966,,,147,,,,,6.01644,,
05/29/1966,,,148,,,,,6.01964,,
05/30/1966,,,149,,,,,5.97459,,
05/31/1966,,,150,,,,,5.87478,,
06/01/1966,,,151,,,,,5.79342,,
06/02/1966,,,152,,,,,5.74643,,
06/03/1966,,,153,,,,,5.73476,,
06/04/1966,,,154,,,,,5.6875,,
06/05/1966,,,155,,,,,5.64497,,
06/06/1966,,,156,,,,,5.61606,,
06/07/1966,,,157,,,,,5.57868,,
06/08/1966,,,158,,,,,5.53691,,
06/09/1966,,,159,,,,,5.47142,,
06/10/1966,,,160,,,,,5.42691,,
06/11/1966,,,161,,,,,5.43318,,
06/12/1966,,,162,,,,,5.43926,,
06/13/1966,,,163,,,,,5.42674,,
06/14/1966,,,164,,,,,5.42238,,
06/15/1966,,,165,,,,,5.34873,,
06/16/1966,,,166,,,,,5.27169,,
06/17/1966,,,167,,,,,5.18359,,
06/18/1966,,,168,,,,,5.14006,,
06/19/1966,,,169,,,,,5.11239,,
